,PropertyUrl,sq ft,sqft lot,acres lot,FoodFactor
6569,https://www.realtor.com/realestateandhomes-detail/10280-SW-128th-St_Miami_FL_33176_M68130-97094,"3,086",,0.35,  1/10
6566,https://www.realtor.com/realestateandhomes-detail/11625-SW-88th-Ave_Miami_FL_33176_M67181-06206,"1,160",,0.93,  2/10
6568,https://www.realtor.com/realestateandhomes-detail/13329-SW-115th-Ct_Miami_FL_33176_M54260-35481,"1,212","4,950",,  2/10
6571,https://www.realtor.com/realestateandhomes-detail/555-NE-6th-Ct_Florida-City_FL_33034_M91564-69685,,"3,920",,  4/10
6572,https://www.realtor.com/realestateandhomes-detail/25169-SW-108th-Ave_Homestead_FL_33032_M98754-47543,"1,692","3,550",,  
6575,https://www.realtor.com/realestateandhomes-detail/1265-Ali-Baba-Ave_Opa-Locka_FL_33054_M68672-75477,744,"5,720",,  1/10
6573,https://www.realtor.com/realestateandhomes-detail/32107-SW-207th-Ave_Homestead_FL_33030_M55751-18235,"2,884",,0.45,  3/10
6574,https://www.realtor.com/realestateandhomes-detail/3962-Park-Ave_Miami_FL_33133_M52118-27663,"3,430",,0.57,  1/10
6577,https://www.realtor.com/realestateandhomes-detail/10413-SW-210th-Ter_Cutler-Bay_FL_33189_M53146-48067,"1,195","4,500",,  6/10
6570,https://www.realtor.com/realestateandhomes-detail/271-Rosedale-Dr_Miami-Springs_FL_33166_M55669-43084,"1,459","7,600",,  4/10
6578,https://www.realtor.com/realestateandhomes-detail/4300-SW-62nd-Ave_Miami_FL_33155_M69476-20849,"1,160","6,900",,  1/10
6576,https://www.realtor.com/realestateandhomes-detail/410-NW-184th-Ter_Miami-Gardens_FL_33169_M63935-28071,"1,291","7,500",,  6/10
6579,https://www.realtor.com/realestateandhomes-detail/4038-Ventura-Ave_Miami_FL_33133_M68261-67993,"2,868","6,500",,  1/10
6580,https://www.realtor.com/realestateandhomes-detail/550-NE-172nd-St_North-Miami-Beach_FL_33162_M69906-97587,"1,346","7,125",,  4/10
6581,https://www.realtor.com/realestateandhomes-detail/5966-NE-6th-Ave_Miami_FL_33137_M60826-46466,"2,012","6,560",,  6/10
6584,https://www.realtor.com/realestateandhomes-detail/2433-NE-202nd-St_Miami_FL_33180_M57597-60219,"3,034",,0.26,  6/10
6582,https://www.realtor.com/realestateandhomes-detail/1660-Nocatee-Dr_Coconut-Grove_FL_33133_M51143-80373,"3,340",,0.26,  1/10
6585,https://www.realtor.com/realestateandhomes-detail/14788-SW-179th-St_Miami_FL_33187_M67580-81190,"1,647","7,410",,  1/10
6583,https://www.realtor.com/realestateandhomes-detail/15121-NE-11th-Ct_North-Miami-Beach_FL_33162_M67994-14195,"1,014","6,760",,  4/10
6586,https://www.realtor.com/realestateandhomes-detail/20021-NE-21st-Ave_Miami_FL_33179_M55823-60301,"3,678",,0.31,  6/10
6591,https://www.realtor.com/realestateandhomes-detail/16514-SW-104th-Ct_Miami_FL_33157_M60402-90011,"1,830","7,875",,  6/10
6587,https://www.realtor.com/realestateandhomes-detail/601-NW-115th-St_Miami_FL_33168_M56171-55319,"1,392","6,050",,  1/10
6538,https://www.realtor.com/realestateandhomes-detail/935-NE-88th-St_Miami_FL_33138_M53480-46575,"1,711","8,250",,  9/10
6588,https://www.realtor.com/realestateandhomes-detail/8380-SW-144th-St_Palmetto-Bay_FL_33158_M50500-33982,"2,092",,0.42,  5/10
6589,https://www.realtor.com/realestateandhomes-detail/531-W-51st-St_Miami-Beach_FL_33140_M64310-25832,"2,057","6,250",,  10/10
6592,https://www.realtor.com/realestateandhomes-detail/6081-SW-153rd-Court-Rd_Miami_FL_33193_M58303-56925,"2,497",,0.49,  1/10
6590,https://www.realtor.com/realestateandhomes-detail/Miami_FL_33142_M61818-27956,850,"5,250",,  1/10
6597,https://www.realtor.com/realestateandhomes-detail/11829-SW-117th-Pl_Miami_FL_33186_M63115-60668,"1,848","5,509",,  2/10
6595,https://www.realtor.com/realestateandhomes-detail/7501-SW-82nd-Ave_Miami_FL_33143_M62823-66914,"4,720",,0.87,  1/10
6593,https://www.realtor.com/realestateandhomes-detail/2110-NW-84th-St_Miami_FL_33147_M51000-41728,"1,055","8,792",,  6/10
6596,https://www.realtor.com/realestateandhomes-detail/424-Camilo-Ave_Coral-Gables_FL_33134_M54347-09488,"2,340",,0.23,  6/10
6598,https://www.realtor.com/realestateandhomes-detail/9300-SW-183rd-Ter_Palmetto-Bay_FL_33157_M54299-60266,"1,323","7,800",,  6/10
6599,https://www.realtor.com/realestateandhomes-detail/15001-SW-82nd-Ave_Palmetto-Bay_FL_33158_M50223-45387,"1,550",,0.38,  1/10
6594,https://www.realtor.com/realestateandhomes-detail/8133-SW-163rd-Pl_Miami_FL_33193_M59386-89019,"1,974","4,500",,  1/10
6601,https://www.realtor.com/realestateandhomes-detail/120-S-Hibiscus-Dr_Miami-Beach_FL_33139_M66649-81419,"3,529",,0.24,  9/10
6603,https://www.realtor.com/realestateandhomes-detail/18720-SW-316th-Ter_Homestead_FL_33030_M60604-88641,"1,489","7,500",,  1/10
6600,https://www.realtor.com/realestateandhomes-detail/6425-SW-27th-St_Miami_FL_33155_M68235-91568,"3,216","7,500",,  3/10
6604,https://www.realtor.com/realestateandhomes-detail/10701-NW-25th-Ave_Miami_FL_33167_M55024-50748,"1,233",,0.26,  4/10
6602,https://www.realtor.com/realestateandhomes-detail/3892-S-Douglas-Rd_Miami_FL_33133_M66561-71584,"13,283",,2.88,  1/10
6605,https://www.realtor.com/realestateandhomes-detail/9960-SW-37th-Ter_Miami_FL_33165_M51870-46331,"1,785","7,500",,  1/10
6607,https://www.realtor.com/realestateandhomes-detail/4365-SW-117th-Ave_Miami_FL_33175_M53474-38948,"1,274","7,500",,  6/10
6608,https://www.realtor.com/realestateandhomes-detail/1032-Catalonia-Ave_Coral-Gables_FL_33134_M55100-61223,"1,992",,0.3,  6/10
6609,https://www.realtor.com/realestateandhomes-detail/2912-NW-49th-St_Miami_FL_33142_M65900-45907,"1,681","5,720",,  6/10
6611,https://www.realtor.com/realestateandhomes-detail/331-SW-124th-Ave_Miami_FL_33184_M65277-25878,"4,014",,0.85,  4/10
6612,https://www.realtor.com/realestateandhomes-detail/10830-SW-69th-Ave_Miami_FL_33156_M59072-93426,"11,170",,1.21,  5/10
6613,https://www.realtor.com/realestateandhomes-detail/7350-SW-75th-Ave_Miami_FL_33143_M64131-33106,"4,864",,1.21,  6/10
6606,https://www.realtor.com/realestateandhomes-detail/17321-SW-119th-Ave_Miami_FL_33177_M69577-14844,"1,162","7,500",,  2/10
6614,https://www.realtor.com/realestateandhomes-detail/14460-SW-166th-Ter_Miami_FL_33177_M53140-77217,"1,675","9,643",,  2/10
6615,https://www.realtor.com/realestateandhomes-detail/5036-SW-76th-St_Miami_FL_33143_M64638-89319,"1,849","8,925",,  1/10
6610,https://www.realtor.com/realestateandhomes-detail/1270-96th-St_Bay-Harbor-Islands_FL_33154_M57688-74934,"2,345",,0.23,  10/10
6616,https://www.realtor.com/realestateandhomes-detail/7300-SW-77th-Ave_Miami_FL_33143_M63952-08188,"3,518",,0.45,  7/10
6617,https://www.realtor.com/realestateandhomes-detail/29992-SW-157th-Ct_Homestead_FL_33033_M95863-12607,,"6,375",,  3/10
6618,https://www.realtor.com/realestateandhomes-detail/501-SW-68th-Ave_Miami_FL_33144_M64366-89736,"1,590","7,204",,  1/10
6621,https://www.realtor.com/realestateandhomes-detail/861-NE-1st-Pl_Hialeah_FL_33010_M55605-33342,"1,659","6,360",,  2/10
6620,https://www.realtor.com/realestateandhomes-detail/770-E-27th-St_Hialeah_FL_33013_M55323-72151,"2,195","8,640",,  1/10
6622,https://www.realtor.com/realestateandhomes-detail/8850-NW-160th-Ter_Miami-Lakes_FL_33018_M95015-47282,"3,050","7,473",,  6/10
6623,https://www.realtor.com/realestateandhomes-detail/2151-NW-131st-St_Miami_FL_33167_M54229-99758,"3,052",,0.24,  1/10
6624,https://www.realtor.com/realestateandhomes-detail/2301-SW-23rd-St_Miami_FL_33145_M51830-37568,"2,904","5,600",,  1/10
6619,https://www.realtor.com/realestateandhomes-detail/544-W-49th-St_Miami-Beach_FL_33140_M64435-47189,"3,225","6,450",,  10/10
6625,https://www.realtor.com/realestateandhomes-detail/2220-SW-17th-St_Miami_FL_33145_M57276-33797,"1,936","5,450",,  6/10
6626,https://www.realtor.com/realestateandhomes-detail/20920-NE-21st-Ct_North-Miami-Beach_FL_33179_M57571-14337,"2,425",,0.25,  6/10
6629,https://www.realtor.com/realestateandhomes-detail/2996-Shipping-Ave_Miami_FL_33133_M54211-87728,"1,116","5,000",,  1/10
6628,https://www.realtor.com/realestateandhomes-detail/101-Bal-Bay-Dr_Bal-Harbour_FL_33154_M54178-05271,"4,257",,0.28,  10/10
6631,https://www.realtor.com/realestateandhomes-detail/16201-N-Miami-Ave_Miami_FL_33169_M68994-27272,"2,070",,0.31,  5/10
6632,https://www.realtor.com/realestateandhomes-detail/38-SW-25th-Rd_Miami_FL_33129_M54345-03042,"1,306","7,452",,  2/10
6627,https://www.realtor.com/realestateandhomes-detail/18101-SW-92nd-Ave_Palmetto-Bay_FL_33157_M54254-88353,"1,164",,0.26,  6/10
6630,https://www.realtor.com/realestateandhomes-detail/14661-SW-16th-St_Miami_FL_33175_M68935-21520,"1,937","7,703",,  1/10
6633,https://www.realtor.com/realestateandhomes-detail/4102-NE-22nd-Ln_Homestead_FL_33033_M61487-92080,"1,865","5,952",,  6/10
6634,https://www.realtor.com/realestateandhomes-detail/1582-NE-159th-St_North-Miami-Beach_FL_33162_M67977-37228,"1,248",,0.24,  4/10
6635,https://www.realtor.com/realestateandhomes-detail/7402-SW-159th-Pl_Miami_FL_33193_M58973-98355,"1,619","6,320",,  1/10
6637,https://www.realtor.com/realestateandhomes-detail/14215-SW-155th-Ct_Miami_FL_33196_M52824-01166,"2,032","5,544",,  4/10
6640,https://www.realtor.com/realestateandhomes-detail/9395-SW-106th-St_Miami_FL_33176_M67227-27183,"6,382",,1.25,  1/10
6639,https://www.realtor.com/realestateandhomes-detail/11788-SW-151st-Path_Miami_FL_33196_M68804-48572,"2,287","5,000",,  1/10
6641,https://www.realtor.com/realestateandhomes-detail/624-Curtiswood-Dr_Key-Biscayne_FL_33149_M62284-88584,"4,029",,0.25,  10/10
6642,https://www.realtor.com/realestateandhomes-detail/3340-NW-80th-Ter_Miami_FL_33147_M50947-49964,"1,613","7,500",,  6/10
6643,https://www.realtor.com/realestateandhomes-detail/315-NW-60th-Ave_Miami_FL_33126_M59537-23122,995,"4,880",,  1/10
6644,https://www.realtor.com/realestateandhomes-detail/14831-SW-150th-St_Miami_FL_33196_M52550-85230,"2,550","7,875",,  4/10
6645,https://www.realtor.com/realestateandhomes-detail/2400-SW-135th-Ave_Miami_FL_33175_M67412-59729,"2,064",,0.25,  4/10
6647,https://www.realtor.com/realestateandhomes-detail/3430-NW-19th-Ter_Miami_FL_33125_M53511-70097,"1,165","5,500",,  9/10
6648,https://www.realtor.com/realestateandhomes-detail/325-NW-189th-St_Miami_FL_33169_M63389-33466,"1,192","7,500",,  1/10
6649,https://www.realtor.com/realestateandhomes-detail/17804-SW-83rd-Ct_Palmetto-Bay_FL_33157_M54606-67402,"2,632",,0.38,  1/10
6646,https://www.realtor.com/realestateandhomes-detail/821-Columbus-Blvd_Coral-Gables_FL_33134_M52979-43479,"2,975","7,500",,  1/10
6636,https://www.realtor.com/realestateandhomes-detail/10603-NW-57th-St_Doral_FL_33178_M64326-83204,"2,885","5,457",,  1/10
6653,https://www.realtor.com/realestateandhomes-detail/1031-NE-151st-St_North-Miami-Beach_FL_33162_M67874-51828,"1,632","7,085",,  5/10
6651,https://www.realtor.com/realestateandhomes-detail/10341-SW-179th-St_Palmetto-Bay_FL_33157_M53707-81949,"1,271","5,000",,  2/10
6654,https://www.realtor.com/realestateandhomes-detail/11629-SW-247th-St_Homestead_FL_33032_M51459-35147,"2,569","4,385",,  6/10
6652,https://www.realtor.com/realestateandhomes-detail/272-Veleros-Ct_Coral-Gables_FL_33143_M58422-12569,"7,844",,0.48,  7/10
6655,https://www.realtor.com/realestateandhomes-detail/155-NW-123rd-St_North-Miami_FL_33168_M59554-52396,"1,292","7,832",,  1/10
6650,https://www.realtor.com/realestateandhomes-detail/4411-Sabal-Palm-Rd_Miami_FL_33137_M58231-54632,"6,553",,0.43,  9/10
6659,https://www.realtor.com/realestateandhomes-detail/13214-SW-9th-Ter_Miami_FL_33184_M65632-03056,"1,940","3,126",,  1/10
6658,https://www.realtor.com/realestateandhomes-detail/500-NE-178th-St_North-Miami-Beach_FL_33162_M64514-24824,"1,699","7,552",,  3/10
6660,https://www.realtor.com/realestateandhomes-detail/909-Cardinal-Pl_Homestead_FL_33035_M52207-80233,"1,462",,0.25,  5/10
6661,https://www.realtor.com/realestateandhomes-detail/2508-Madrid-St_Coral-Gables_FL_33134_M54699-25803,"2,436",,0.23,  6/10
6656,https://www.realtor.com/realestateandhomes-detail/256-SW-30th-Rd_Miami_FL_33129_M57485-48245,,"7,500",,  1/10
6662,https://www.realtor.com/realestateandhomes-detail/28102-SW-158th-Ct_Homestead_FL_33033_M52644-64875,"1,789",,0.35,  2/10
6663,https://www.realtor.com/realestateandhomes-detail/24981-SW-118th-Ct_Homestead_FL_33032_M61011-98364,"2,846","5,000",,  6/10
6666,https://www.realtor.com/realestateandhomes-detail/14621-SW-52nd-St_Miami_FL_33175_M53543-96307,"1,516","5,000",,  2/10
6664,https://www.realtor.com/realestateandhomes-detail/15060-SW-153rd-St_Miami_FL_33187_M66773-63159,"1,734",,0.3,  1/10
6667,https://www.realtor.com/realestateandhomes-detail/1376-NW-103rd-St_Miami_FL_33147_M68426-83103,"1,190","8,175",,  9/10
6668,https://www.realtor.com/realestateandhomes-detail/3608-Saint-Gaudens-Rd_Coconut-Grove_FL_33133_M56708-48755,"3,928",,0.27,  1/10
6665,https://www.realtor.com/realestateandhomes-detail/6731-NW-103rd-Pl_Doral_FL_33178_M66899-15817,"2,782","3,838",,  7/10
6670,https://www.realtor.com/realestateandhomes-detail/2306-NE-37th-Ter_Homestead_FL_33033_M67253-74319,"2,018","3,657",,  6/10
6669,https://www.realtor.com/realestateandhomes-detail/10030-SW-46th-Ter_Miami_FL_33165_M54439-20473,"2,646","8,250",,  3/10
6673,https://www.realtor.com/realestateandhomes-detail/2235-NW-2nd-St_Miami_FL_33125_M66802-59936,"1,830","3,125",,  5/10
6672,https://www.realtor.com/realestateandhomes-detail/4110-Woodridge-Rd_Coconut-Grove_FL_33133_M68816-25494,"5,090","9,590",,  1/10
6674,https://www.realtor.com/realestateandhomes-detail/7101-SW-66th-St_Miami_FL_33143_M57719-72565,"5,130",,0.92,  1/10
6676,https://www.realtor.com/realestateandhomes-detail/18821-NW-88th-Ct_Hialeah_FL_33018_M58655-58230,"1,756","6,000",,  7/10
6671,https://www.realtor.com/realestateandhomes-detail/5137-NW-112th-Ct_Doral_FL_33178_M55044-78883,"2,154","4,000",,  1/10
6675,https://www.realtor.com/realestateandhomes-detail/2721-SW-17th-Ave_Miami_FL_33133_M53678-39377,,"8,800",,  1/10
6677,https://www.realtor.com/realestateandhomes-detail/925-Fairway-Dr_Miami-Beach_FL_33141_M52271-47115,"2,056","7,458",,  10/10
6678,https://www.realtor.com/realestateandhomes-detail/574-NW-51st-St_Miami_FL_33127_M50835-86140,"2,064","7,200",,  6/10
6680,https://www.realtor.com/realestateandhomes-detail/8251-Old-Cutler-Rd_Coral-Gables_FL_33143_M57900-77515,"6,599",,0.94,  1/10
6679,https://www.realtor.com/realestateandhomes-detail/314-Romano-Ave_Coral-Gables_FL_33134_M54440-63239,"1,508","7,500",,  1/10
6682,https://www.realtor.com/realestateandhomes-detail/5700-SW-107th-St_Miami_FL_33156_M51644-85426,"5,465",,0.61,  6/10
6681,https://www.realtor.com/realestateandhomes-detail/12029-SW-253rd-St_Homestead_FL_33032_M60992-60535,"1,684","5,000",,  6/10
6638,https://www.realtor.com/realestateandhomes-detail/801-NW-49th-St_Miami_FL_33127_M51319-57333,"1,234","5,100",,  1/10
6684,https://www.realtor.com/realestateandhomes-detail/1417-Sorolla-Ave_Coral-Gables_FL_33134_M66225-30097,"3,290","7,500",,  2/10
6685,https://www.realtor.com/realestateandhomes-detail/3735-NE-15th-St_Homestead_FL_33033_M64787-92118,"2,094","5,164",,  6/10
6657,https://www.realtor.com/realestateandhomes-detail/480-Ocean-Blvd_Golden-Beach_FL_33160_M52785-34647,"7,249",,0.34,  10/10
6683,https://www.realtor.com/realestateandhomes-detail/26-NW-108th-St_Miami-Shores_FL_33168_M52934-11555,"1,424","9,225",,  4/10
6686,https://www.realtor.com/realestateandhomes-detail/9970-SW-13th-Ter_Miami_FL_33174_M61347-67888,"1,875","8,000",,  1/10
6688,https://www.realtor.com/realestateandhomes-detail/9317-NE-9th-Ave_Miami-Shores_FL_33138_M53600-05794,"1,856","9,600",,  1/10
6690,https://www.realtor.com/realestateandhomes-detail/14674-SW-128th-Court-Rd_Miami_FL_33186_M64941-63785,"1,636","4,002",,  1/10
6687,https://www.realtor.com/realestateandhomes-detail/278-NW-110th-St_Miami_FL_33168_M56339-99525,"1,143","6,000",,  4/10
6692,https://www.realtor.com/realestateandhomes-detail/353-12_Miami_FL_33135_M96732-91416,,,,  10/10
6691,https://www.realtor.com/realestateandhomes-detail/991-NE-82nd-St_Miami_FL_33138_M65376-80440,"2,331","8,400",,  10/10
6689,https://www.realtor.com/realestateandhomes-detail/Miami_FL_33137_M59790-49472,"2,255","6,600",,  6/10
6693,https://www.realtor.com/realestateandhomes-detail/11140-Snapper-Creek-Rd_Coral-Gables_FL_33156_M58284-98702,"3,616",,1.21,  6/10
6694,https://www.realtor.com/realestateandhomes-detail/19-Grand-Bay-Estates-Cir_Key-Biscayne_FL_33149_M63118-89764,"4,075","6,739",,  6/10
6697,https://www.realtor.com/realestateandhomes-detail/20510-NW-26th-Ct_Miami-Gardens_FL_33056_M56936-87703,"1,127","8,625",,  3/10
6696,https://www.realtor.com/realestateandhomes-detail/335-Ridgewood-Rd_Key-Biscayne_FL_33149_M61128-89631,"1,890","7,614",,  10/10
6698,https://www.realtor.com/realestateandhomes-detail/7801-SW-70th-St_South-Miami_FL_33143_M58683-79558,,,2.0,  1/10
6695,https://www.realtor.com/realestateandhomes-detail/718-Palermo-Ave_Coral-Gables_FL_33134_M54319-89074,"1,422","7,000",,  6/10
6700,https://www.realtor.com/realestateandhomes-detail/4637-SW-165th-Ave_Miami_FL_33185_M51374-06995,"1,472","5,000",,  1/10
6699,https://www.realtor.com/realestateandhomes-detail/Miami_FL_33183_M56177-17457,"1,257","4,944",,  2/10
6701,https://www.realtor.com/realestateandhomes-detail/30301-SW-172nd-Ave_Homestead_FL_33030_M62312-78455,"1,176",,0.32,  3/10
6702,https://www.realtor.com/realestateandhomes-detail/12930-Auralia-Rd_North-Miami_FL_33181_M62412-44909,"1,901","9,032",,  10/10
6704,https://www.realtor.com/realestateandhomes-detail/Unincorporated-Dade-County_FL_33147_M97325-41682,,"3,400",,  1/10
6703,https://www.realtor.com/realestateandhomes-detail/9403-SW-162nd-Ct_Miami_FL_33196_M64572-75179,"1,358","6,116",,  3/10
6705,https://www.realtor.com/realestateandhomes-detail/15305-SW-170th-Ter_Miami_FL_33187_M67425-04026,"1,653","7,500",,  4/10
6707,https://www.realtor.com/realestateandhomes-detail/14712-SW-123rd-Ave_Miami_FL_33186_M65473-05019,"1,578","3,383",,  1/10
6710,https://www.realtor.com/realestateandhomes-detail/20500-NW-17th-Ave_Miami-Gardens_FL_33056_M54232-99139,"1,652","5,000",,  1/10
6706,https://www.realtor.com/realestateandhomes-detail/8861-NW-142nd-St_Miami-Lakes_FL_33018_M61925-90109,"1,836","5,108",,  4/10
6709,https://www.realtor.com/realestateandhomes-detail/15456-SW-48th-St_Miami_FL_33185_M51916-93202,"1,941","4,032",,  4/10
6711,https://www.realtor.com/realestateandhomes-detail/2201-SW-83rd-Ave_Miami_FL_33155_M63584-75341,"1,404","7,623",,  1/10
6713,https://www.realtor.com/realestateandhomes-detail/230-SW-13th-Ave_Pompano-Beach_FL_33069_M54487-09221,874,"2,283",,  9/10
6708,https://www.realtor.com/realestateandhomes-detail/Miami_FL_33186_M92643-26775,"1,726",,,  1/10
6712,https://www.realtor.com/realestateandhomes-detail/1080-NW-134th-St_North-Miami_FL_33168_M61999-42384,950,"6,624",,  6/10
6714,https://www.realtor.com/realestateandhomes-detail/1814-Opechee-Dr_Miami_FL_33133_M68947-10945,,"7,280",,  1/10
6715,https://www.realtor.com/realestateandhomes-detail/1858-NW-115th-St_Miami_FL_33167_M55170-21731,845,"5,300",,  1/10
6716,https://www.realtor.com/realestateandhomes-detail/5915-Maggiore-St_Coral-Gables_FL_33146_M57192-34959,"2,516",,0.23,  6/10
6719,https://www.realtor.com/realestateandhomes-detail/821-Sorolla-Ave_Coral-Gables_FL_33134_M53087-87868,"7,617",,0.67,  4/10
6720,https://www.realtor.com/realestateandhomes-detail/532-NE-132nd-St_North-Miami_FL_33161_M63939-60742,980,"5,625",,  6/10
6717,https://www.realtor.com/realestateandhomes-detail/25640-SW-131st-Ct_Homestead_FL_33032_M69263-88219,"1,318","7,500",,  5/10
6718,https://www.realtor.com/realestateandhomes-detail/4501-NW-202nd-St_Miami-Gardens_FL_33055_M50120-93615,"1,541","7,500",,  4/10
6722,https://www.realtor.com/realestateandhomes-detail/801-NE-87th-St_Miami_FL_33138_M69817-73633,"1,097","6,650",,  7/10
6725,https://www.realtor.com/realestateandhomes-detail/6232-NW-1st-Ave_Miami_FL_33150_M65843-71517,"2,000","4,080",,  5/10
6724,https://www.realtor.com/realestateandhomes-detail/25171-SW-117th-Pl_Homestead_FL_33032_M62829-20306,"2,500","5,000",,  7/10
6723,https://www.realtor.com/realestateandhomes-detail/13314-SW-210th-St_Miami_FL_33177_M67244-43952,"3,318",,0.39,  1/10
6721,https://www.realtor.com/realestateandhomes-detail/5321-Granada-Blvd_Coral-Gables_FL_33146_M55760-96474,"4,208",,0.26,  5/10
